Content,Polarity,Score,Tokens
"Los q sí tenían propuestas a Acuerdos Paz como Marta Lucia,Pastrana,víctimas FARC las entregaron. Los q mintieron y quieren dilatar patalean",P,0.5542856753246754,"['tenían', 'propuestas', 'acuerdos', 'paz', 'como', 'marta', 'lucia', 'pastrana', 'víctimas', 'farc', 'entregaron', 'mintieron', 'quieren', 'dilatar', 'patalean']"
"Gobierno,para que Farc firmara,les cedió todo.Implementación no tendrá manera de corregir lo que no gusta. Por eso #RenegociemosLosAcuerdos",N,0.5279999500000001,"['gobierno', 'farc', 'firmara', 'cedió', 'implementación', 'no', 'tendrá', 'manera', 'corregir', 'no', 'gusta', '#renegociemoslosacuerdos']"
"#SiALaPaz no sólo es un logro de la democracia sobre la violencia sino de la reconciliación sobre el odio, de la felicidad sobre la ira. SI!",P,0.4445714,"['#sialapaz', 'no', 'sólo', 'logro', 'democracia', 'violencia', 'reconciliación', 'odio', 'felicidad', 'ira']"
"A FARC le crean un sistema de inteligencia para vigilarnos, Al Dr Lafaurie el Estado le quita la protección",N,0.5759999454545455,"['farc', 'crean', 'sistema', 'inteligencia', 'vigilarnos', 'dr', 'lafaurie', 'estado', 'quita', 'protección']"
"Votar por el SI es votar por la Paz,la justicia y verdad para las victimas, la democracia incluyente, la Paz es tranquilidad xa la inversion",P,0.6171427987012988,"['votar', 'votar', 'paz', 'justicia', 'verdad', 'victimas', 'democracia', 'incluyente', 'paz', 'tranquilidad', 'inversion']"
"Debate por # de curules a FARC es distracción.Lo q buscan es posesionar directo a Timochenko, Marquez y demás sin pasar primero por Justicia",P,0.40319996181818185,"['debate', '#', 'curules', 'farc', 'distracción', 'buscan', 'posesionar', 'directo', 'timochenko', 'marquez', 'demás', 'pasar', 'primero', 'justicia']"
"Amalfi, Ant, FARC advierte que tienen que pagarles extorsión y que no entran en el proceso de La Habana",N,0.28799997272727274,"['amalfi', 'ant', 'farc', 'advierte', 'tienen', 'pagarles', 'extorsión', 'no', 'entran', 'proceso', 'habana']"
Si no nos unió la Paz q nos una lucha contra la corrupción! No mas compraventa de Congresistas.Presupuesto a los ciudadanos #LeyAntiMermelda,P,0.4479999575757576,"['no', 'unió', 'paz', 'lucha', 'contra', 'corrupción', 'no', 'compraventa', 'congresistas', 'presupuesto', 'ciudadanos', '#leyantimermelda']"
FARC sigue asesinando en área de Tumaco,N,0.0,"['farc', 'asesinando', 'área', 'tumaco']"
"El TRIUNFO DEL Sí Es MAS QUE UN MANDATO POR LA PAZ, UN MANDATO PARA TRANSFORMAR A COLOMBIA EN UN PAIS MAS JUSTO DONDE QUEPAMOS TODOS!",P,0.7359999303030303,"['triunfo', 'mandato', 'paz', 'mandato', 'transformar', 'colombia', 'pais', 'justo', 'donde', 'quepamos']"
"No entiendo porque la Ministra Clara López expide resolución quita recursos adulto mayor de Guaviare, por haber ganado el NO en plebiscito.",N,0.5567999472727273,"['no', 'entiendo', 'ministra', 'clara', 'lópez', 'expide', 'resolución', 'quita', 'recursos', 'adulto', 'mayor', 'guaviare', 'haber', 'ganado', 'no', 'plebiscito']"
"#YoVotaréNO porque la desesperanza de la marginalidad urbana, también pesará en las elecciones a favor Farc. Que lo digan los venezolanos.",N,0.3199999696969697,"['#yovotaréno', 'desesperanza', 'marginalidad', 'urbana', 'pesará', 'elecciones', 'favor', 'farc', 'digan', 'venezolanos']"
"Dr De La Calle: lo imposible es que Santos y ud le entreguen la Constitución a la FARC, lo posible sería reorientar los acuerdos",N,0.6959999340909092,"['dr', 'calle', 'imposible', 'santos', 'ud', 'entreguen', 'constitución', 'farc', 'posible', 'reorientar', 'acuerdos']"
"#ConArgumentosDigoNo Las calles son nuestra trinchera para decir a Santos, Maduro, Castro y las Farc, que en este suelo no tienen futuro.",N,0.7493332939393941,"['#conargumentosdigono', 'calles', 'nuestra', 'trinchera', 'decir', 'santos', 'maduro', 'castro', 'farc', 'suelo', 'no', 'tienen', 'futuro']"
"Si gana el SI Farc se desarman en 6meses, erradican coca en 2años, desminan y se someten a JustTransicional. Si gana el NO nada de eso pasa.",P,0.44159995818181824,"['gana', 'farc', 'desarman', 'meses', 'erradican', 'coca', 'años', 'desminan', 'someten', 'justtransicional', 'gana', 'no', 'nada', 'pasa']"
"La diferencia entre AMENAZAR y AMANECER la viviremos esta madrugada. Nunca más AMENAZAR CON GUERRA, y hoy AMANECER EN PAZ. #AmanecerEnPaz",P,0.30719997090909096,"['diferencia', 'amenazar', 'amanecer', 'viviremos', 'madrugada', 'nunca', 'amenazar', 'guerra', 'amanecer', 'paz', '#amanecerenpaz']"
Otro soldado asesinado por francotirador al aparecer EPL. Da lo mismo quien lo asesinó. Cada vez es más frecuente esta historia. Y La Paz?,N,0.3263999690909091,"['soldado', 'asesinado', 'francotirador', 'aparecer', 'epl', 'da', 'mismo', 'asesinó', 'frecuente', 'historia', 'paz']"
"#ArgumentosDelNo a los del Sí les decimos q queremos la paz, aquella que dé protección a los desmovilizados de Farc",N,0.6819999590909092,"['#argumentosdelno', 'decimos', 'queremos', 'paz', 'dé', 'protección', 'desmovilizados', 'farc']"
"#AlPlebiscitoNo FARC concentrada,cumpliendo promesa d cesar delito y rodeada d garantías,facilitaría q la reorientación del diálogo avance",N,0.5567999472727274,"['#alplebiscitono', 'farc', 'concentrada', 'cumpliendo', 'promesa', 'cesar', 'delito', 'rodeada', 'garantías', 'facilitaría', 'reorientación', 'diálogo', 'avance']"
"Carta abierta y franca ojala produzca como respuesta encuentro entre los 2 mandatarios.Firmada la paz, hay todo por hacer: hagamoslo juntos",P,0.5039999522727273,"['carta', 'abierta', 'franca', 'ojala', 'produzca', 'como', 'respuesta', 'encuentro', 'mandatarios', 'firmada', 'paz', 'hagamoslo', 'juntos']"
Nunca a guerrillas q se desmovilizaron se les dieron más de 2 curules temporales.La única diferencia con las FARC es q su prontuario es peor,P,0.4799999545454546,"['nunca', 'guerrillas', 'desmovilizaron', 'dieron', 'curules', 'temporales', 'única', 'diferencia', 'farc', 'prontuario', 'peor']"
"No habrá ningún ""conclave"" en Congreso.Eso es un distractor.Será una sesión más. Quieren dilatar y dilatar hasta q la paz se eche a perder?",P,0.6306666227272728,"['no', 'habrá', 'ningún', 'conclave', 'congreso', 'distractor', 'sesión', 'quieren', 'dilatar', 'dilatar', 'paz', 'eche', 'perder']"
Santos devolvió protagonismo publicitario al terrorismo que lo había perdido en los Gbnos de la seguridad democrática,N,0.40319996181818185,"['santos', 'devolvió', 'protagonismo', 'publicitario', 'terrorismo', 'había', 'perdido', 'gbnos', 'seguridad', 'democrática']"
"Santos no sugiere a los jueces, Santos ordena a los jueces aprobar acuerdos con la FARC por encima de la ley",N,0.7359999303030303,"['santos', 'no', 'sugiere', 'jueces', 'santos', 'ordena', 'jueces', 'aprobar', 'acuerdos', 'farc', 'ley']"
"Justicia Especial para la Paz tendrá termino limitado, no habrá jueces extranjeros y estará articulada a Justicia ordinaria y constitucional",P,0.5119999515151515,"['justicia', 'especial', 'paz', 'tendrá', 'termino', 'limitado', 'no', 'habrá', 'jueces', 'extranjeros', 'estará', 'articulada', 'justicia', 'ordinaria', 'constitucional']"
"Sólo hablamos de Paz pero los muertos x accidentes de transito son 5 veces mas q los del conflicto y son civiles, inocentes y prevenibles!",P,0.4388571012987013,"['sólo', 'hablamos', 'paz', 'muertos', 'accidentes', 'transito', 'veces', 'conflicto', 'civiles', 'inocentes', 'prevenibles']"
"En Nariño denuncian que el grupo disidente de FARC, que sigue en narcotráfico, ha asesinado a otros de FARC exigiéndoles las armas",N,0.2239999787878788,"['nariño', 'denuncian', 'grupo', 'disidente', 'farc', 'narcotráfico', 'asesinado', 'farc', 'exigiéndoles', 'armas']"
"#NoCreEnLasFarc y en la ""entrega de armas"" que nos anuncia De la Calle. Guardaran unas y compraran otras con el producto del narcotráfico.",N,0.47999995454545463,"['#nocreenlasfarc', 'entrega', 'armas', 'anuncia', 'calle', 'guardaran', 'compraran', 'producto', 'narcotráfico']"
¿Sin las Fuerzas Armadas quién protegerá a los araucanos que siguen siendo extorsionados por FARC?,N,0.6719999363636364,"['fuerzas', 'armadas', 'protegerá', 'araucanos', 'siguen', 'extorsionados', 'farc']"
Habrá soluciones! Habrá Nuevo Acuerdo q recoja inquietudes razonables de muchos voceros del No para tener una Paz más incluyente #AcuerdoYa,P,0.6308570831168832,"['habrá', 'soluciones', 'habrá', 'nuevo', 'acuerdo', 'recoja', 'inquietudes', 'razonables', 'muchos', 'voceros', 'no', 'tener', 'paz', 'incluyente', '#acuerdoya']"
10. Santos concede beneficios económicos exhorbitantes a FARC y trata de negar al manipular a ciudadanos,N,0.591999943939394,"['santos', 'concede', 'beneficios', 'económicos', 'exhorbitantes', 'farc', 'trata', 'negar', 'manipular', 'ciudadanos']"
"Terminando jornada de pedagogia x la paz con john carlin (Invictus) que me recuerda q Mandela apostó a la Paz ""con indeclinable conviccion""",P,0.5759999454545455,"['terminando', 'jornada', 'pedagogia', 'paz', 'john', 'carlin', 'invictus', 'recuerda', 'mandela', 'apostó', 'paz', 'indeclinable', 'conviccion']"
#AlPlebiscitoNo Aprobar el ilegítimo plebiscito no evita decisión del Gobno q abandonó diálogo popular por claudicación ante el terrorismo,N,0.3263999690909091,"['#alplebiscitono', 'aprobar', 'ilegítimo', 'plebiscito', 'no', 'evita', 'decisión', 'gobno', 'abandonó', 'diálogo', 'popular', 'claudicación', 'terrorismo']"
#PrimerAmanecerEnPaz: Hoy a las 12 pm desaparecen el miedo y la amenaza y será el primer amanecer en 52 años sin guerra guerrillera con farc,P,0.2399999772727273,"['#primeramanecerenpaz', 'desaparecen', 'miedo', 'amenaza', 'primer', 'amanecer', 'años', 'guerra', 'guerrillera', 'farc']"
Gran comunicado en La Habana. Reitera compromiso con la Paz. Mantiene Cese al Fuego Respeta urnas y pide apoyo internacional. Ajustes ya!,P,0.655999937878788,"['gran', 'comunicado', 'habana', 'reitera', 'compromiso', 'paz', 'mantiene', 'cese', 'fuego', 'respeta', 'urnas', 'pide', 'apoyo', 'internacional', 'ajustes']"
"Estoy segura q miles de jóvenes, mujeres y nuevas generaciones del CDemocratico también anhelan vivir en un país sin guerra.Únanse a la Paz!",P,0.5622856610389609,"['segura', 'miles', 'jóvenes', 'mujeres', 'nuevas', 'generaciones', 'cdemocratico', 'anhelan', 'vivir', 'país', 'guerra', 'únanse', 'paz']"
Con 59 votos a favor y 4 en contra se aprueba mi proposición de suficiente ilustración. Vamos a votar traslado a Corte Suprema #CasoPretelt,P,0.7199999318181819,"['votos', 'favor', 'contra', 'aprueba', 'proposición', 'suficiente', 'ilustración', 'votar', 'traslado', 'corte', 'suprema', '#casopretelt']"
"No es difícil prever que el ""diálogo"" en Venezuela y en Colombia fracasa porque es con criminales o mejor dicho, entre criminales.",N,0.23039997818181818,"['no', 'difícil', 'prever', 'diálogo', 'venezuela', 'colombia', 'fracasa', 'criminales', 'mejor', 'dicho', 'criminales']"
Santos ha cedido todo a FARC pero se niegan a cumplir chatarrización a los camioneros. Mal precedente: trabajar no vale,N,0.6143999418181819,"['santos', 'cedido', 'farc', 'niegan', 'cumplir', 'chatarrización', 'camioneros', 'mal', 'precedente', 'trabajar', 'no']"
"Por FARC Colombia ""..últimos meses ha habido ""aumento en la producción de la cocaína del 110%: director de la Policía Nacional de Panamá""",N,0.6719999363636364,"['farc', 'colombia', 'últimos', 'meses', 'habido', 'aumento', 'producción', 'cocaína', 'director', 'policía', 'nacional', 'panamá']"
"En Aires de Colombia, no queremos ser protagonistas de la entrega del País al terrorismo",N,0.5071999709090909,"['aires', 'colombia', 'no', 'queremos', 'ser', 'protagonistas', 'entrega', 'país', 'terrorismo']"
"#EnCartagenaDecimosNo México no daría elegibilidad ni impunidad a cabecillas de droga, a FARC,su proveedor, todo,1er cartel cocaína mundial",N,0.2399999772727273,"['#encartagenadecimosno', 'méxico', 'no', 'daría', 'elegibilidad', 'impunidad', 'cabecillas', 'droga', 'farc', 'proveedor', 'er', 'cartel', 'cocaína', 'mundial']"
"Según Efraín Antonio Campos Flores -ahijado de Maduro-, la cocaína de alta pureza fue obtenida de las FARC. Son o no, Narcoterroristas?",N,0.5375999490909092,"['según', 'efraín', 'antonio', 'campos', 'flores', 'ahijado', 'maduro', 'cocaína', 'alta', 'pureza', 'obtenida', 'farc', 'no', 'narcoterroristas']"
"""Está en juego el futuro de Colombia. Nadie puede abstraerse de tomar su decisión sobre los Acuerdos q son solo de los colombianos""HdlaCalle",P,0.518399950909091,"['juego', 'futuro', 'colombia', 'nadie', 'puede', 'abstraerse', 'tomar', 'decisión', 'acuerdos', 'solo', 'colombianos', 'hdlacalle']"
"Lo de ayer no era juego. Respeto mayoría NO. Q asuman su responsabilidad, designen nuevo equipo renegociador y traigan los mejores Acuerdos",P,0.6399999393939394,"['no', 'juego', 'respeto', 'mayoría', 'no', 'asuman', 'responsabilidad', 'designen', 'nuevo', 'equipo', 'renegociador', 'traigan', 'mejores', 'acuerdos']"
"Santos dice al mundo que entrega a la FARC es la única opción para Colombia, olvidó lo que pasaba hace 6 años",N,0.6399999393939395,"['santos', 'mundo', 'entrega', 'farc', 'única', 'opción', 'colombia', 'olvidó', 'pasaba', 'años']"
#ConArgumentosDigoNo Narcotráfico ha sido promotor del terrorismo y en este acuerdo se ha aceptado que este delito es conexo con el político,N,0.36479996545454546,"['#conargumentosdigono', 'narcotráfico', 'sido', 'promotor', 'terrorismo', 'acuerdo', 'aceptado', 'delito', 'conexo', 'político']"
"#ConArgumentosDigoNo El país tiene 140 mil presos que en promedio han cometido delitos menos graves que los de Farc, que no irán a cárcel",N,0.14399998636363637,"['#conargumentosdigono', 'país', 'mil', 'presos', 'promedio', 'cometido', 'delitos', 'menos', 'graves', 'farc', 'no', 'irán', 'cárcel']"
"FARC no entregará un centavo para reparar a las víctimas, además ese dinero podrá utilizarlo para remplazar las armas que entregue",N,0.44159995818181824,"['farc', 'no', 'entregará', 'centavo', 'reparar', 'víctimas', 'además', 'dinero', 'podrá', 'utilizarlo', 'remplazar', 'armas', 'entregue']"
"El mundo plagado d atentados y noticias violentas,necesita 1 noticia de Paz.Esa vendra d Colombia donde pondremos fin a una guerra d 50 años",P,0.30399997121212124,"['mundo', 'plagado', 'atentados', 'noticias', 'violentas', 'necesita', 'noticia', 'paz', 'vendra', 'colombia', 'donde', 'pondremos', 'fin', 'guerra', 'años']"
#NoCreEnLasFarc y menos en su comandante supremo Hugo Chávez. Venezuela es él espejo en que debemos mirarnos. Entretanto Maduro aplaude!!,N,0.5999999431818183,"['#nocreenlasfarc', 'menos', 'comandante', 'supremo', 'hugo', 'chávez', 'venezuela', 'espejo', 'debemos', 'mirarnos', 'entretanto', 'maduro', 'aplaude']"
"Cómo me enorgullece ser Verde! Trabajamos en propuesta de hoja de ruta para mantener cese al fuego, nuevos AcuerdosPaz y acompañar regiones.",P,0.6079999424242425,"['enorgullece', 'ser', 'verde', 'trabajamos', 'propuesta', 'hoja', 'ruta', 'mantener', 'cese', 'fuego', 'nuevos', 'acuerdospaz', 'acompañar', 'regiones']"
Santos presiona para negar garantías a Pretelt y para que el Consejo de Estado anule la elección del Procurador. Distinto si fueran d FARC,N,0.49919995272727286,"['santos', 'presiona', 'negar', 'garantías', 'pretelt', 'consejo', 'estado', 'anule', 'elección', 'procurador', 'distinto', 'fueran', 'farc']"
"Tomé decisiones y asumí responsabilidades en casos delicados como bombardeo contra Farc en campamento Ecuador,q se hizo a pesar del ministro",N,0.41599996060606065,"['tomé', 'decisiones', 'asumí', 'responsabilidades', 'casos', 'delicados', 'como', 'bombardeo', 'contra', 'farc', 'campamento', 'ecuador', 'hizo', 'pesar', 'ministro']"
Gran noticia para la democracia que la Dra Marta Lucía Ramírez anuncie No al Plebiscito de Santos y FARC,N,0.7679999272727274,"['gran', 'noticia', 'democracia', 'dra', 'marta', 'lucía', 'ramírez', 'anuncie', 'no', 'plebiscito', 'santos', 'farc']"
"Respetaremos ideas, dudas, inquietudes de miles de Colombianos del No q tambien quieren la Paz sin sacrificar la Paz como quisieran algunos",P,0.5743999645454545,"['respetaremos', 'ideas', 'dudas', 'inquietudes', 'miles', 'colombianos', 'no', 'tambien', 'quieren', 'paz', 'sacrificar', 'paz', 'como', 'quisieran']"
"Si Santos le permitirá a las FARC expresarse como nos lo ha permitido a quienes no hemos estado de acuerdo con él, que se tengan fino.",N,0.623999940909091,"['santos', 'permitirá', 'farc', 'expresarse', 'como', 'permitido', 'no', 'estado', 'acuerdo', 'tengan', 'fino']"
"#ConArgumentosDigoNo Mayores delincuentes d Farc no tendrán sanción doméstica,tampoco extradición y se les concede beneficio de elegibilidad",N,0.6079999424242425,"['#conargumentosdigono', 'mayores', 'delincuentes', 'farc', 'no', 'tendrán', 'sanción', 'doméstica', 'tampoco', 'extradición', 'concede', 'beneficio', 'elegibilidad']"
Posicion democratica del dirigente del CD Sergio Araujo demuestra que si es posible ponerse de acuerdo en temas de paz con el uribismo.,P,0.5519999477272728,"['posicion', 'democratica', 'dirigente', 'sergio', 'araujo', 'demuestra', 'posible', 'ponerse', 'acuerdo', 'temas', 'paz', 'uribismo']"
"#ConArgumentosDigoNo Comprensible que Farc digan que nada se puede renegociar, tontos que fueran si consiguieron todo.",N,0.4079999613636364,"['#conargumentosdigono', 'comprensible', 'farc', 'digan', 'nada', 'puede', 'renegociar', 'tontos', 'fueran', 'consiguieron']"
#NoCreoEnLasFarc cuando él narcotráfico es conexo con el delito político. Ricos e ININPUTABLES someterán a la sociedad en el camino al poder,N,0.40319996181818185,"['#nocreoenlasfarc', 'narcotráfico', 'conexo', 'delito', 'político', 'ricos', 'ininputables', 'someterán', 'sociedad', 'camino', 'poder']"
"Avanzamos otro paso en el camino hacia La Paz: Listo Acuerdo Final, cese al fuego bilateral y definitivo, e informe y aprobación en Congreso",P,0.5759999454545456,"['avanzamos', 'paso', 'camino', 'paz', 'listo', 'acuerdo', 'final', 'cese', 'fuego', 'bilateral', 'definitivo', 'informe', 'aprobación', 'congreso']"
Las Farc se nos están metiendo al rancho. Ahora quieren participación política en el Senado. ¡Era de esperarse!,N,0.6919999818181819,"['farc', 'metiendo', 'rancho', 'quieren', 'participación', 'política', 'senado', 'esperarse']"
"Asesinado Jorge Gómez Daza, ganadero de Arauca, pasaron dos sicarios desde Venezuela, donde protegen a FARC y ELN",N,0.3519999666666667,"['asesinado', 'jorge', 'gómez', 'daza', 'ganadero', 'arauca', 'pasaron', 'dos', 'sicarios', 'venezuela', 'donde', 'protegen', 'farc', 'eln']"
"No hay colombianos de primera q votaron NO y creen poder vetar la paz de todos, y otros de segunda q votamos SI y somos meros espectadores",P,0.5183999509090909,"['no', 'colombianos', 'primera', 'votaron', 'no', 'creen', 'poder', 'vetar', 'paz', 'segunda', 'votamos', 'meros', 'espectadores']"
#VoteSiEnElPlebiscito desde La Habana gracias al 64% de los colombianos que votarán SI a la Paz. SI al #NuevoPaisDeLaPaz .,P,0.5759999454545455,"['#votesienelplebiscito', 'habana', 'gracias', 'colombianos', 'votarán', 'paz', '#nuevopaisdelapaz']"
Presidente explicó en detalle #NuevoAcuerdoDePaz invitó a todos los colombianos a unirnos para su implementación. No mencionó refrendación,P,0.6719999363636364,"['presidente', 'explicó', 'detalle', '#nuevoacuerdodepaz', 'invitó', 'colombianos', 'unirnos', 'implementación', 'no', 'mencionó', 'refrendación']"
Enfoque de género anunciado en LaHabana es poesía. Ningún compromiso concreto y medible de FARC y Gobierno con mujeres. Ni siquiera paridad!,P,0.6079999424242425,"['enfoque', 'género', 'anunciado', 'lahabana', 'poesía', 'ningún', 'compromiso', 'concreto', 'medible', 'farc', 'gobierno', 'mujeres', 'siquiera', 'paridad']"
Vergüenza debería darle a los dignatarios reunidos en la Cumbre Iberoamericana: Ni una sola línea en el comunicado final sobre Venezuela!,N,0.4223999600000001,"['vergüenza', 'debería', 'darle', 'dignatarios', 'reunidos', 'cumbre', 'iberoamericana', 'sola', 'línea', 'comunicado', 'final', 'venezuela']"
Lo inamovible debe ser no entregarle el país a la Farc,N,0.3839999636363637,"['inamovible', 'debe', 'ser', 'no', 'entregarle', 'país', 'farc']"
"#AlPlebiscitoNo Gob acepta que en caso Farc,el narcotráfico se considere político, sin cárcel doméstica y siempre con elegibilidad política",N,0.4479999575757576,"['#alplebiscitono', 'gob', 'acepta', 'caso', 'farc', 'narcotráfico', 'considere', 'político', 'cárcel', 'doméstica', 'siempre', 'elegibilidad', 'política']"
